Fecha de solicitud;Grupo de compras;Solicitud de pedido;Pos.solicitud pedido;Material;Pedido;Texto breve;Fabricante;Nº pieza fabricante;Cantidad solicitada;Unidad de medida;Almacén;Nombre de proveedor;Nº material de proveedor;Proveedor deseado;Proveedor fijo;Proveedor;Creado por;Fecha de liberación;Fecha orden compra;Indicador creación;Contrato marco;Pos.contrato sup.;Pedido marco;Posición pedido marco;Planif.necesidades;Clase documento;Tipo de posición;Tipo de imputación;Reg.info de compras;Unidad medida pedido;Precio de valoración;Valor total;Moneda;Centro;Solicitante;Indicador de borrado;Status tratamiento solicitud pedido;Status tratamiento;Indicador de bloqueo;Texto bloqueo;Perfil piezas fabric.;Grupo de artículos;Número de necesidad;Entrada mercancías;EM no valorada;Recepción facturas;Posición de pedido;Plazo entrega prev.;Entregas (de/a);Liberación general de solic.ped.;Urgencia necesidad;Prioridad nec.;Nº reserva;Consumo;Categoría material;Fecha Aprobación;Liberador Siguiente
30/03/2023;C07;1300003993;250;;;Film-Warning 2636902;;;1;PI;FVHS;FERREYROS SA;;10001212;10001212;;MCAMPOS@ANTA;15/12/2023;;F;;0;;0;;ZS04;;F;;;17.63;17.63;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;30/03/2023;
30/03/2023;C07;1300003993;260;;;Film-Warning 2995778;;;11;PI;FVHS;FERREYROS SA;;10001212;10001212;;MCAMPOS@ANTA;15/12/2023;;F;;0;;0;;ZS04;;F;;;10.55;116.05;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;30/03/2023;
30/03/2023;C07;1300003993;270;;;Film-Warning 3303344;;;1;PI;FVHS;FERREYROS SA;;10001212;10001212;;MCAMPOS@ANTA;15/12/2023;;F;;0;;0;;ZS04;;F;;;11.51;11.51;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;30/03/2023;
30/03/2023;C07;1300003993;280;;;Film-Warning 3515675;;;2;PI;FVHS;FERREYROS SA;;10001212;10001212;;MCAMPOS@ANTA;15/12/2023;;F;;0;;0;;ZS04;;F;;;12.83;25.66;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;30/03/2023;
30/03/2023;S10;1300004002;10;;;SE REQUIERE HACER UNA COTIZACION PARA DI;;;1;UP;;;;;;;COLIVERA@ANT;20/09/2023;;F;;0;;0;;ZS04;F;F;;;0.00;0.00;PEN;1101;100400430440;false;05;N;;;;SV0000020;;Sí;No;Sí;0;0;20/09/2023;Sí;0;0;0;V;;30/03/2023;
30/03/2023;JS1;1300004004;10;;;INGENIERÍA Y SUPERVISIÓN CQA;;;1;UP;CONC;;;;;;HCARNERO@ANT;10/05/2023;;R;;0;;0;;ZS04;F;P;;;65,000.00;65,000.00;USD;1101;100400420426;false;08;N;;;;SV0000026;;Sí;No;Sí;0;0;10/05/2023;Sí;10;10;0;V;;;
30/03/2023;C05;1300004006;10;;;RESISTOR BLOWER;;;1;PI;;;N/P 2575029  CATERPILLAR;;;;NSOTELO@ANTA;1/11/2023;;F;;0;;0;;ZS04;;F;;;200.00;200.00;PEN;1101;100400430436;false;05;N;;;;IN0000011;;Sí;No;Sí;0;0;1/11/2023;Sí;51;51;0;V;;18/05/2023;
30/03/2023;S01;1300004008;10;;;Serv. de Transporte Huachipa - Lima;;;1;UP;CONC;;;;;;JACHAVEZ@ANT;20/04/2023;;R;;0;;0;;ZS04;F;F;;;14,200.00;14,200.00;USD;1101;100100110116;false;05;N;;;;SV0000026;;Sí;No;Sí;0;0;20/04/2023;Sí;0;0;0;V;;30/03/2023;
30/03/2023;JB5;1300004011;10;;;AT-3BE17NT-048-CLGA;;;6,000;M;CONC;;;;;;OFERNANDEZ@A;1/06/2023;;R;;0;;0;;ZS04;;K;;;1.98;11,880.00;USD;1101;100100170172;false;08;N;;;;CD0000025;;Sí;No;Sí;0;0;1/06/2023;Sí;0;0;0;V;;;
30/03/2023;JB5;1300004011;20;;;AT-3BE17NT-048-CLGA;;;6,000;M;CONC;;;;;;OFERNANDEZ@A;1/06/2023;;R;;0;;0;;ZS04;;K;;;1.98;11,880.00;USD;1101;100100170172;false;08;N;;;;CD0000025;;Sí;No;Sí;0;0;1/06/2023;Sí;0;0;0;V;;;
30/03/2023;JB5;1300004011;30;;;AT-3BE17NT-096-CLGA;;;6,000;M;CONC;;;;;;OFERNANDEZ@A;1/06/2023;;R;;0;;0;;ZS04;;K;;;6.98;41,880.00;USD;1101;100100170172;false;08;N;;;;CD0000025;;Sí;No;Sí;0;0;1/06/2023;Sí;0;0;0;V;;;
30/03/2023;JB5;1300004011;40;;;AT-3BE17NT-096-CLGA;;;6,000;M;CONC;;;;;;OFERNANDEZ@A;1/06/2023;;R;;0;;0;;ZS04;;K;;;6.98;41,880.00;USD;1101;100100170172;false;08;N;;;;CD0000025;;Sí;No;Sí;0;0;1/06/2023;Sí;0;0;0;V;;;
31/03/2023;JR1;1300004013;10;1700173997;4700000674;ENGINE AR;CAT;4178981;1;PI;;;;;;;MCHAMPAS@ANT;25/07/2023;26/05/2023;F;;0;;0;P01;ZS04;L;F;;;0.00;0.00;PEN;1101;999999999999;false;05;B;;;Z001;IN0000012;;Sí;No;Sí;10;0;25/07/2023;Sí;0;0;39616;V;;25/07/2023;
31/03/2023;C01;1300004015;10;;;COTIZACION DE MINIBUS 33 PASAJ;;;1;GLB;CONC;;;;;;YBAUTISTA@AN;20/04/2023;;R;;0;;0;;ZS04;;F;;;125,000.00;125,000.00;USD;1101;100300000000;false;05;N;;;;SV0000031;;Sí;No;Sí;0;0;20/04/2023;Sí;50;50;0;V;;31/03/2023;
31/03/2023;C01;1300004015;20;;;COTIZACION DE VOLQUETE 17m3;;;1;GLB;CONC;;;;;;YBAUTISTA@AN;20/04/2023;;R;;0;;0;;ZS04;;F;;;225,000.00;225,000.00;USD;1101;100300000000;false;05;N;;;;SV0000031;;Sí;No;Sí;0;0;20/04/2023;Sí;50;50;0;V;;31/03/2023;
31/03/2023;C01;1300004017;10;;;02 CAMIONES;;;2;GLB;CONC;;;;;;YBAUTISTA@AN;20/04/2023;;R;;0;;0;;ZS04;;F;;;57,500.00;115,000.00;USD;1101;100300000000;false;05;N;;;;SV0000031;;Sí;No;Sí;0;0;20/04/2023;Sí;10;10;0;V;;31/03/2023;
31/03/2023;C01;1300004017;20;;;03 VOLQUETES;;;3;GLB;CONC;;;;;;YBAUTISTA@AN;20/04/2023;;R;;0;;0;;ZS04;;F;;;225,000.00;675,000.00;USD;1101;100300000000;false;05;N;;;;SV0000031;;Sí;No;Sí;0;0;20/04/2023;Sí;10;10;0;V;;31/03/2023;
31/03/2023;S01;1300004024;10;;;Reparación Tolva;;;1;UP;TSHP;KOMATSU-MITSUI MAQUINARIAS PERU S.A;;;10000119;;CGALLEGOS@AN;10/04/2023;;R;;0;;0;;ZS04;F;K;;;0.00;0.00;USD;1101;100400430433;false;05;N;;;;SV0000020;;Sí;No;Sí;0;0;10/04/2023;Sí;0;0;0;V;;31/03/2023;
31/03/2023;JR1;1300004027;10;1100512269;;PUMP, SUMERGIBLE;HIDROMAT;S6L5000M4-4;1;PI;HREP;;;;;;JPORTUGAL@AN;4/04/2023;;F;;0;;0;P03;ZS04;L;F;;;0.00;0.00;PEN;1102;999999999999;false;05;N;;;Z001;IN0000014;;Sí;No;Sí;0;0;31/03/2023;Sí;0;0;39657;V;;9/05/2023;
31/03/2023;JR1;1300004029;10;1100512269;;PUMP, SUMERGIBLE;HIDROMAT;S6L5000M4-4;1;PI;HREP;;;;;;JPORTUGAL@AN;4/04/2023;;F;;0;;0;P03;ZS04;L;F;;;0.00;0.00;PEN;1102;999999999999;false;05;N;;;Z001;IN0000014;;Sí;No;Sí;0;0;31/03/2023;Sí;0;0;39660;V;;31/03/2023;
31/03/2023;JR1;1300004030;10;1100512269;;PUMP, SUMERGIBLE;HIDROMAT;S6L5000M4-4;1;PI;HREP;;;;;;JPORTUGAL@AN;4/04/2023;;F;;0;;0;P03;ZS04;L;F;;;0.00;0.00;PEN;1102;999999999999;false;05;N;;;Z001;IN0000014;;Sí;No;Sí;0;0;31/03/2023;Sí;0;0;39664;V;;31/03/2023;
31/03/2023;C03;1300004031;10;;;RUSSELL Liner lever;;;1;PI;;RUSSELL MINERAL EQUIPMENT PTY LTD;;10000423;10000423;;MAMARO@ANTAM;31/08/2023;;F;;0;;0;;ZS04;;F;;;1,000.00;1,000.00;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;31/08/2023;Sí;51;51;0;V;;31/03/2023;
31/03/2023;C03;1300004031;20;;;All Reach Grapple;;;1;PI;;RUSSELL MINERAL EQUIPMENT PTY LTD;;10000423;10000423;;MAMARO@ANTAM;31/08/2023;;F;;0;;0;;ZS04;;F;;;1,000.00;1,000.00;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;31/08/2023;Sí;51;51;0;V;;31/03/2023;
31/03/2023;C03;1300004031;30;;;RUSSELL Claw;;;1;PI;;RUSSELL MINERAL EQUIPMENT PTY LTD;;10000423;10000423;;MAMARO@ANTAM;31/08/2023;;F;;0;;0;;ZS04;;F;;;1,000.00;1,000.00;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;31/08/2023;Sí;51;51;0;V;;31/03/2023;
31/03/2023;C03;1300004031;40;;;Camara vigilancia;;;1;PI;;RUSSELL MINERAL EQUIPMENT PTY LTD;;10000423;10000423;;MAMARO@ANTAM;31/08/2023;;F;;0;;0;;ZS04;;F;;;1,000.00;1,000.00;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;31/08/2023;Sí;51;51;0;V;;31/03/2023;
31/03/2023;C03;1300004031;50;;;Control remoto;;;1;PI;;RUSSELL MINERAL EQUIPMENT PTY LTD;;10000423;10000423;;MAMARO@ANTAM;31/08/2023;;F;;0;;0;;ZS04;;F;;;1,000.00;1,000.00;USD;1101;100400430433;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;31/08/2023;Sí;51;51;0;V;;31/03/2023;
31/03/2023;JR1;1300004032;10;1100512269;;PUMP, SUMERGIBLE;HIDROMAT;S6L5000M4-4;1;PI;HREP;;;;;;JPORTUGAL@AN;5/04/2023;;F;;0;;0;P03;ZS04;L;F;;;0.00;0.00;USD;1102;999999999999;false;05;N;;;Z001;IN0000014;;Sí;No;Sí;0;0;31/03/2023;Sí;0;0;39665;V;;31/03/2023;
2/04/2023;C05;1300004060;10;;;cilindro neumatico;;;1;PI;HRMY;;;;;;JYSLA@ANTAMI;22/04/2023;;R;;0;;0;;ZS04;;K;;;4,000.00;4,000.00;PEN;1102;100400420421;false;05;N;;;;CD0000016;;Sí;No;Sí;0;0;22/04/2023;Sí;0;0;0;V;;2/04/2023;
2/04/2023;C07;1300004062;10;;;CONJUNTO MOTOR-BLOMBER;;;1;PI;;;298-2636;;;;PMELENDREZ@A;15/12/2023;;F;;0;;0;;ZS04;;F;;;500.00;500.00;USD;1101;100400430436;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;2/04/2023;
2/04/2023;C07;1300004062;20;;;CONJUNTO VALVULA DE CALEFACCION;;;1;PI;;;461-9416;;;;PMELENDREZ@A;15/12/2023;;F;;0;;0;;ZS04;;F;;;500.00;500.00;PEN;1101;100400430436;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;15/12/2023;Sí;51;51;0;V;;2/04/2023;
2/04/2023;JS1;1300004063;10;;;Montaje de ventanas en puertas MECMOB;;;1;UP;;;;;;;APACHECO@ANT;12/11/2023;;F;;0;;0;;ZS04;F;F;;;13,205.50;13,205.50;PEN;1101;100400430440;false;08;N;;;;SV0000020;;Sí;No;Sí;0;0;12/11/2023;Sí;0;0;0;V;;;
2/04/2023;JS1;1300004063;20;;;Pintado de talleres diversos;;;1;UP;;;;;;;APACHECO@ANT;12/11/2023;;F;;0;;0;;ZS04;F;F;;;18,825.00;18,825.00;PEN;1101;100400430440;false;08;N;;;;SV0000020;;Sí;No;Sí;0;0;12/11/2023;Sí;0;0;0;V;;;
2/04/2023;JB2;1300004063;30;;;Locker personales triples;;;22;GLB;;;;;;;APACHECO@ANT;12/11/2023;;F;;0;;0;;ZS04;;F;;;1,100.00;24,200.00;PEN;1101;100400430440;false;08;N;;;;CD0000032;;Sí;No;Sí;0;0;12/11/2023;Sí;51;51;0;V;;;
2/04/2023;JS1;1300004063;40;;;Suministro e instalacion roller Kiwi;;;1;UP;;;;;;;APACHECO@ANT;11/11/2023;;F;;0;;0;;ZS04;F;F;;;8,330.56;8,330.56;PEN;1101;100400430440;false;08;N;;;;SV0000020;;Sí;No;Sí;0;0;11/11/2023;Sí;0;0;0;V;;;
2/04/2023;JS1;1300004063;50;;;Construccion de plataforma baño quimico;;;1;UP;;;;;;;APACHECO@ANT;11/11/2023;;F;;0;;0;;ZS04;F;F;;;55,785.00;55,785.00;PEN;1101;100400430440;false;08;N;;;;SV0000020;;Sí;No;Sí;0;0;11/11/2023;Sí;0;0;0;V;;;
3/05/2023;JB5;1300004063;70;;;Sillas reunion mol, flot  mobi;;;270;PI;;;;;;;APACHECO@ANT;12/11/2023;;F;;0;;0;;ZS04;;F;;;20,000.00;5,400,000.00;PEN;1101;100400430440;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;12/11/2023;Sí;51;51;0;V;;14/06/2023;
2/04/2023;C07;1300004066;10;;;TAPA TANQUE COMBUSTIBLE LPT52;;;1;C/U;TSHP;;C42200220 // TEREX TORRE ALUMBRADO;;;;JECHENIQUE@A;9/04/2023;;F;;0;;0;;ZS04;;F;;;100.00;100.00;USD;1101;100400430435;false;05;N;;;;CD0000016;;Sí;No;Sí;0;0;9/04/2023;Sí;51;51;0;V;;3/04/2023;
2/04/2023;C07;1300004066;20;;;OUTRIGER LEG;;;1;C/U;TSHP;;C5620012 // TEREX TORRE ALUMBRADO;;;;JECHENIQUE@A;9/04/2023;;F;;0;;0;;ZS04;;F;;;100.00;100.00;USD;1101;100400430435;false;05;N;;;;CD0000016;;Sí;No;Sí;0;0;9/04/2023;Sí;51;51;0;V;;3/04/2023;
2/04/2023;C01;1300004073;10;;;Compra de manometro (SF6) sumergido el g;;;6;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;150.00;900.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
2/04/2023;C01;1300004073;20;;;Válvula solenoide piloto (Bobina cierre);;;3;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;80.00;240.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
2/04/2023;C01;1300004073;30;;;Motor Universal AHMA8, para interruptor;;;1;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;300.00;300.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
2/04/2023;C01;1300004073;40;;;Motor Universal de 1900W, 110-125v, para;;;1;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;300.00;300.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
3/04/2023;C01;1300004073;80;;;Válvulas DN8 DILO N20x1.5 (para entrada;;;3;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;50.00;150.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
3/04/2023;C01;1300004073;90;;;Porta válvulas roscas ½ MPT x GP 3/8 HSS;;;3;PI;;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;50.00;150.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
3/04/2023;C01;1300004073;100;;;Empaquetaduras de nylon de 3mm de espeso;;;6;PI;CONC;;;;;;FPINAS@ANTAM;30/11/2023;;F;;0;;0;;ZS04;;F;;;20.00;120.00;USD;1101;100400430439;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;30/11/2023;Sí;51;51;0;V;;4/04/2023;
2/04/2023;JR1;1300004087;10;1101144682;;BRAKE ACCUMULATOR;KOMATSU;PC1116;1;PI;;;;;;;WCUEVA@ANTAM;16/04/2023;;F;;0;;0;P02;ZS04;L;F;;;1,000.00;1,000.00;USD;1101;999999999999;false;05;N;;;Z001;IN0000013;;Sí;No;Sí;0;0;16/04/2023;Sí;0;0;40436;V;;2/04/2023;
3/04/2023;C05;1300004112;10;;;"TUBERIA LISA HDPE DE 1.5"" CN CONECTORES";;;9,600;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;10.00;96,000.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004112;20;;;"UNIONES PARA TUBERIA HDPE DE 1.5""";;;600;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;15.00;9,000.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004112;30;;;"MANGAS DE POLIETILENO DE 12""";;;9,600;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;8.00;76,800.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004112;40;;;"TUBERIA HDP PARA RIEGO 6"" PN8";;;200;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;30.00;6,000.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;10;;;"ROLLOS DE TUBO HDP DE 2""";;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;60.00;600.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;20;;;"REDUCCION DE 2"" A 1.5""";;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;10.00;100.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;30;;;"UNIONES DE 2""";;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;8.00;80.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;40;;;"TUBOS DE AGUA DE 1/2""";;;30;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;10.00;300.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;50;;;"TUBOS DE 6"" PARA DESAGÜE";;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;12.00;120.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;60;;;UNID DE ACCESORIOS DE EMPALME -UNIONES;;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;8.00;80.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;70;;;BOLSAS DE CEMENTO;;;20;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;30.00;600.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C05;1300004114;80;;;PEGAMENTO;;;10;PI;HRMY;;;;;;CRAMIREZR@AN;6/04/2023;;R;;0;;0;;ZS04;;F;;;20.00;200.00;PEN;1102;100300000000;false;05;N;;;;SV0000007;;Sí;No;Sí;0;0;6/04/2023;Sí;10;10;0;V;;6/04/2023;
3/04/2023;C13;1300004121;10;;;SERV. FABRICACION LETREROS PERSONAL AUTO;;;4;PI;;;;;;;HDIAZ@ANTAMI;17/10/2023;;F;;0;;0;;ZS04;;F;;;500.00;2,000.00;PEN;1101;100400430436;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;17/10/2023;Sí;51;51;0;V;;3/04/2023;
3/04/2023;C07;1300004164;10;;;BOOSTER LEMANIA ENERGY P2-6400;;;2;C/U;TSHP;;P2-6400 LEMANIA ENERGY BOOSTER;;;;JECHENIQUE@A;24/09/2023;;F;;0;;0;;ZS04;;F;;;2,000.00;2,000.00;USD;1101;100400430435;false;05;N;;;;CD0000032;;Sí;No;Sí;0;0;24/09/2023;Sí;51;51;0;V;;3/04/2023;
3/04/2023;JS1;1300004167;10;;;ENMALLADO - PORTAL TUNEL BY PASS;;;1;UP;CONC;;;;;;JLAZON@ANTAM;30/04/2023;;R;;0;;0;;ZS04;F;P;;;100,000.00;100,000.00;USD;1101;100400435415;false;08;N;;;;SV0000035;;Sí;No;Sí;0;0;30/04/2023;Sí;50;50;0;V;;;
4/04/2023;S01;1300004195;10;;;FABRICACION/CAMBIO DE PLATAFORMA EN FRP;;;1;UP;;;;;;;JHERNANDEZ@A;5/09/2023;;F;;0;;0;;ZS04;F;F;;;79,473.65;79,473.65;PEN;1102;100400430431;false;05;N;;;;SV0000020;;Sí;No;Sí;0;0;18/04/2023;Sí;0;0;0;V;;5/09/2023;
4/04/2023;L02;1300004196;10;;;Cubicacion pilas concentrados;;;1;UP;HRMY;;;;;;JYSLA@ANTAMI;30/04/2023;;R;;0;;0;;ZS04;F;P;;;250,000.00;250,000.00;USD;1102;100400420421;false;05;A;;;;SV0000026;;Sí;No;Sí;0;0;30/04/2023;Sí;0;0;0;V;;11/04/2023;
4/04/2023;S04;1300004200;10;;;RED DE ALTA CAPACIDAD MINA PPL Y LIMA;;;1;UP;CONC;;;;;;CPALOMINOS@A;31/12/2026;;R;;0;;0;;ZS04;F;P;;;1,800,000.00;1,800,000.00;USD;1101;100100170172;false;05;A;;;;CD0000034;;Sí;No;Sí;0;0;31/12/2026;Sí;50;50;0;V;;20/04/2023;
4/04/2023;S04;1300004201;10;;;implementacion de alta disponibilidad;;;1;UP;CONC;;;;;;ACARDENAS@AN;30/04/2024;;R;;0;;0;;ZS04;F;P;;;2,000,000.00;2,000,000.00;USD;1101;100100170172;false;05;A;;;;SV0000025;;Sí;No;Sí;0;0;30/04/2024;Sí;0;0;0;V;;20/04/2023;
5/04/2023;JS1;1300004202;10;;;Up grade unidades hidráulicas bombas PPS;;;1;UP;CONC;;;;;;CURCUHUARANG;19/04/2023;;R;;0;;0;;ZS04;F;P;;;40,000.00;40,000.00;USD;1101;100400420422;false;03;N;;;;SV0000026;;Sí;No;Sí;0;0;19/04/2023;Sí;0;0;0;V;;;JLIRA@ANTAMI
5/04/2023;C02;1300004210;10;;;FIBRA OPTICA;;;1;PI;CONC;;;;;;JLAZON@ANTAM;30/04/2023;;R;;0;;0;;ZS04;;K;;;8,000.00;8,000.00;USD;1101;100400435415;false;05;N;;;;CD0000019;;Sí;No;Sí;0;0;30/04/2023;Sí;50;50;0;V;;5/04/2023;
12/10/2023;S02;1300004211;40;;;Serv. de Limp e Insp Eq. Pesados 2 Meses;;;1;UP;;;;;;;ENANFUNAY@AN;27/10/2023;;F;;0;;0;;ZS04;F;F;;;116,776.02;116,776.02;PEN;1101;100400430433;false;03;N;;;;SV0000020;;Sí;No;Sí;0;0;12/10/2023;Sí;0;0;0;V;;;FNUNEZ@ANTAM
5/04/2023;C07;1300004216;10;;;IMPLEMENTACION DE BARANDAS EN BRAZO DE M;;;1;UP;;;;;;;MCAMPOS@ANTA;19/04/2023;;F;;0;;0;;ZS04;F;F;;;15,000.00;15,000.00;PEN;1101;100400430435;false;05;N;;;;SV0000020;;Sí;No;Sí;0;0;19/04/2023;Sí;0;0;0;V;;5/04/2023;
5/04/2023;R01;1300004220;10;1100013730;;FILTER,  PLATE RIGHT;LAROX;P19351/1;1;PI;HREP;;;;;;JHERNANDEZ@A;5/04/2023;;F;;0;;0;P01;ZS04;L;F;;;0.00;0.00;PEN;1102;999999999999;false;05;N;;;Z001;IN0000014;;Sí;No;Sí;0;30;19/04/2023;Sí;0;0;57681;V;;9/05/2023;
5/04/2023;JB2;1300004226;10;;;Software Optimiza Diseño Poligonos;;;1;UP;TSHP;;;;;;RSALIRROSAS@;30/04/2023;;R;;0;;0;;ZS04;F;P;;;45,000.00;45,000.00;USD;1101;100400435000;false;05;N;;;;SV0000026;;Sí;No;Sí;0;0;30/04/2023;Sí;50;50;0;V;;16/10/2023;
5/04/2023;C05;1300004232;10;;4000002883;Serv. de Suministro de Combustible 02.04;;;1;UP;CONC;;;;;;JACHAVEZ@ANT;19/04/2023;6/04/2023;R;;0;;0;;ZS04;F;F;;;1.00;1.00;PEN;1101;999999999999;false;05;B;;;;SV0000049;;Sí;No;Sí;10;0;19/04/2023;Sí;0;0;0;V;;4/05/2023;
5/04/2023;S01;1300004233;10;;;SELECCION LIMPIEZA Y ESTIVA PLATAFORMA;;;1;UP;;;;;;;JHERNANDEZ@A;19/04/2023;;F;;0;;0;;ZS04;F;F;;;28,275.00;28,275.00;PEN;1102;100400430430;false;05;N;;;;SV0000020;;Sí;No;Sí;0;0;19/04/2023;Sí;0;0;0;V;;6/04/2023;
5/04/2023;JB5;1300004238;10;;;PULSADOR PTT;;;30;GLB;CONC;;NUMERO DE PARTE RLN5926A;;;;AVILCHEZ@ANT;19/04/2023;;R;;0;;0;;ZS04;;K;;;30.00;900.00;USD;1101;100400410411;false;03;N;;;;CD0000025;;Sí;No;Sí;0;0;19/04/2023;Sí;50;50;0;V;;;LESPINO@ANTA
5/04/2023;JB5;1300004238;20;;;MICROFONO DE VISERA;;;30;GLB;CONC;;NUMERO DE PARTE RMN5054B;;;;AVILCHEZ@ANT;19/04/2023;;R;;0;;0;;ZS04;;K;;;30.00;900.00;USD;1101;100400410411;false;03;N;;;;CD0000025;;Sí;No;Sí;0;0;19/04/2023;Sí;50;50;0;V;;;LESPINO@ANTA
